#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" name="distribution" x="@birthRate.t:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="PropInvariantPrior.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" name="distribution">
#            <parameter id="proportionInvariant.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#        <prior id="RateACPrior.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" name="distribution">
#            <parameter id="rateAC.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="beta" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" name="distribution">
#            <parameter id="rateAG.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta" spec="beast.base.inference.parameter.RealParameter">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" name="distribution">
#            <parameter id="rateAT.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.5" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.6" name="beta" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" name="distribution">
#            <parameter id="rateCG.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.7" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.8" name="beta" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" name="distribution">
#            <parameter id="rateGT.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.5" name="distr">
#                <parameter estimate="false" id="RealParameter.11" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.12" name="beta" spec="beast.base.inference.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" id="treeLikelihood.Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe">
#            <siteModel id="SiteModel.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" proportionInvariant="@proportionInvariant.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <substModel id="gtr.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" rateAC="@rateAC.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" rateAG="@rateAG.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" rateAT="@rateAT.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" rateCG="@rateCG.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" rateGT="@rateGT.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" spec="beast.base.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" lower="0.0" name="rateCT" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                    <frequencies data="@Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" id="empiricalFreqs.s:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:Gurkov2019_selection_18perspecies_trimmed_5prime_Lefe" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">0.01773</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate	rateAC	rateAG	rateAT	rateCG	rateGT	proportionInvariant
0	-12310.460907459159	-12285.916915101483	-24.543992357675354	-12285.916915101483	1.2909780045315569	8.639292720140187	-8.639292720140187	1.0	1.0	1.0	1.0	1.0	1.0	0.0
1000	-5375.962108593872	-5305.481065050457	-70.48104354341453	-5305.481065050457	5.246098259459949	51.97707620758971	-54.57634390587938	1.3983514803779367	1.0	1.0	1.0	1.0	1.0	0.0
2000	-3449.7316171780053	-3369.3253069037914	-80.40631027421405	-3369.3253069037914	6.175695803553236	63.90078080843987	-64.50161063667889	1.0532236214094064	1.0	1.0	1.0	1.0	1.0	0.0
3000	-2580.6499286428993	-2507.9881023020926	-72.6618263408066	-2507.9881023020926	10.203851471027496	56.82698154644732	-56.75712670327144	0.9428252568000403	1.0	1.0	1.0	1.0	1.0	0.0
4000	-2276.3583231910497	-2210.2278441441154	-66.1304790469342	-2210.2278441441154	11.79584041002202	50.481463338312075	-50.774411869157	0.9428252568000403	1.0	1.0	0.5862796737209711	1.0	1.0	0.0
5000	-2108.5563433181383	-2054.268054585058	-54.28828873308024	-2054.268054585058	9.080429922300517	41.38889309005651	-39.73833655516576	1.2265960314994258	1.0	1.0	0.5862796737209711	1.0	0.45338930171374614	0.0
6000	-2095.352131941608	-2040.0362924709427	-55.31583947066561	-2040.0362924709427	10.689813109929414	42.4427457102277	-41.030987996853	1.2265960314994258	1.0	1.0	0.5862796737209711	0.774658340317556	0.45338930171374614	0.0
7000	-2094.560297823427	-2036.9675826068658	-57.59271521656097	-2036.9675826068658	11.427902722720537	44.29900130491769	-43.30786374274836	1.2265960314994258	1.0	1.0	0.5862796737209711	0.774658340317556	0.45338930171374614	0.0
8000	-2084.310243343495	-2028.852317177445	-55.457926166050314	-2028.852317177445	11.581892505525753	42.82288181458629	-41.49726143388887	1.2265960314994258	1.0	1.0	0.45002266235196536	0.7311336407947887	0.45338930171374614	0.0
9000	-2076.33732997822	-2025.2956096957048	-51.041720282515385	-2025.2956096957048	9.948431328278806	39.22250665428475	-37.081055550353945	1.2265960314994258	1.0	1.0	0.45002266235196536	0.7311336407947887	0.45338930171374614	0.0
10000	-2067.642095349087	-2014.513011954429	-53.12908339465785	-2014.513011954429	10.642650447518356	40.9242593573249	-39.16841866249641	1.2265960314994258	1.0	1.0	0.45002266235196536	0.7311336407947887	0.45338930171374614	0.0
11000	-2054.9006721437636	-2011.5710839307171	-43.32958821304635	-2011.5710839307171	8.639951774900762	34.16748020655572	-29.36892348088491	1.670927347519153	1.0	1.0	0.45002266235196536	0.7311336407947887	0.45338930171374614	0.0
12000	-2047.5831018778836	-1999.24491263403	-48.33818924385357	-1999.24491263403	9.79298431262766	37.40205617472538	-34.37752451169213	1.3203071896253753	1.0	1.0	0.45002266235196536	0.7311336407947887	0.45338930171374614	0.0
13000	-2041.2857458014303	-1992.7783295946851	-48.50741620674514	-1992.7783295946851	10.402066820613854	38.41372095788054	-35.713232798382705	1.3203071896253753	1.0	1.0	0.45002266235196536	0.37483633614767925	0.2740646670334535	0.0
14000	-2040.8613663612289	-1993.8668502008104	-46.994516160418385	-1993.8668502008104	10.208633725113922	37.29681865339712	-34.20033275205595	1.5708282121939539	1.0	1.0	0.45002266235196536	0.37483633614767925	0.2740646670334535	0.0
15000	-2044.6494020141981	-1993.1679738173425	-51.48142819685561	-1993.1679738173425	10.667020480953521	40.283790858874575	-38.687244788493174	1.1644132821302375	1.0	1.0	0.45002266235196536	0.37483633614767925	0.2740646670334535	0.0
16000	-2016.7638308450785	-1970.5758872372046	-46.187943607873855	-1970.5758872372046	9.553427837898095	35.78431881652452	-33.441610211928804	1.9149197526806496	1.0	1.3081383657680292	0.45002266235196536	0.37483633614767925	0.1975955366478087	0.0
17000	-2026.4694372772885	-1981.1077336667508	-45.3617036105377	-1981.1077336667508	9.32133937772955	36.2778647820129	-32.61537021459265	1.4018249063850996	1.0	1.3081383657680292	0.45002266235196536	0.37483633614767925	0.1975955366478087	0.0
18000	-2022.1667679988072	-1978.9202952190003	-43.24647277980684	-1978.9202952190003	9.125788806707819	34.90948654213002	-31.053762477980086	1.791141751633513	1.0	1.3081383657680292	0.45002266235196536	0.21288994261890445	0.1975955366478087	0.0
19000	-2012.9556536294383	-1972.7442681530888	-40.211385476349484	-1972.7442681530888	9.177023849250919	32.92278366243106	-28.01867517452273	1.9267035576678218	1.0	1.3081383657680292	0.45002266235196536	0.21288994261890445	0.1975955366478087	0.0
20000	-2022.0791184342377	-1972.5963260397812	-49.48279239445648	-1972.5963260397812	11.851865367301112	39.59903314550259	-37.29008209262973	1.41667563972797	1.0	1.3081383657680292	0.45002266235196536	0.21288994261890445	0.1975955366478087	0.0
21000	-2025.4745610543873	-1977.5243890948739	-47.95017195951356	-1977.5243890948739	11.154697699349493	38.42981789679447	-35.75746165768681	1.503181058208204	1.0	1.3081383657680292	0.45002266235196536	0.21288994261890445	0.1975955366478087	0.0
22000	-2032.8158562182111	-1982.825763697671	-49.99009252054026	-1982.825763697671	10.966329252245329	40.316194644777994	-38.22049013900636	1.3473882346357402	1.0	1.3081383657680292	0.45002266235196536	0.13746075892293372	0.1975955366478087	0.0
23000	-2019.9339116078645	-1976.5018806406729	-43.43203096719155	-1976.5018806406729	10.665902407562903	36.035485943623364	-32.161148888272436	1.4826211936832845	1.0	1.3081383657680292	0.45002266235196536	0.13746075892293372	0.11787736962931429	0.0
24000	-2029.8322011568382	-1981.5747312804085	-48.25746987642968	-1981.5747312804085	11.465965973120301	39.16814764526979	-36.986587797510566	1.2324449704696263	1.0	1.3081383657680292	0.45002266235196536	0.13746075892293372	0.11787736962931429	0.0
25000	-2029.0072043875161	-1980.407182965293	-48.60002142222307	-1980.407182965293	10.968459896024317	39.34581342027297	-37.32913934330396	1.551963900591233	1.0	1.3081383657680292	0.45002266235196536	0.13746075892293372	0.11787736962931429	0.0
26000	-2035.9174641476184	-1986.396367077064	-49.52109707055435	-1986.396367077064	10.689961812159583	39.99670426647022	-38.25021499163523	1.1814143448591699	1.0	1.3081383657680292	0.45002266235196536	0.13746075892293372	0.11787736962931429	0.0
27000	-2025.3153568329492	-1975.7526507808238	-49.5627060521254	-1975.7526507808238	11.799857609801888	40.23339320986814	-38.291823973206284	1.2345953248176642	1.0	1.3081383657680292	0.45002266235196536	0.13746075892293372	0.11787736962931429	0.0
28000	-2020.262584257481	-1972.9191989375074	-47.34338531997363	-1972.9191989375074	10.76082098535236	39.02667143641204	-36.61044603840459	1.284287301817	0.5925242982961177	1.3081383657680292	0.45002266235196536	0.13746075892293372	0.11787736962931429	0.0
29000	-2013.0156702615227	-1965.0878049715589	-47.92786528996377	-1965.0878049715589	11.173009305042388	39.228621175097615	-37.19492600839473	1.5624376520945182	0.5925242982961177	1.3081383657680292	0.45002266235196536	0.13746075892293372	0.11787736962931429	0.0
30000	-2018.1446679392052	-1978.7731366099385	-39.37153132926655	-1978.7731366099385	8.68026615577564	33.96441080382368	-28.990452815847377	1.642278462198992	0.2637071866159568	1.3081383657680292	0.45002266235196536	0.13746075892293372	0.18792750057582588	0.0
